8042.33,-15.39,-68.02,-21.59,-0.92,0.14,-0.35,34.99,99.32,552.62,3.06,551.21,0
8042.34,-15.39,-68.02,-21.59,-0.92,0.14,-0.34,34.99,99.32,552.62,3.67,552.25,0
8042.35,-15.39,-68.02,-21.59,-0.91,0.14,-0.35,34.99,99.33,549.29,2.35,550.09,0
8042.36,-15.39,-68.02,-21.59,-0.92,0.14,-0.34,34.99,99.33,549.29,1.99,549.51,0
8042.37,-15.40,-68.02,-21.59,-0.91,0.13,-0.34,34.99,99.33,549.29,1.89,549.35,0
8042.38,-15.40,-68.03,-21.59,-0.91,0.14,-0.35,34.99,99.33,549.29,1.86,549.31,0
8042.39,-15.40,-68.03,-21.59,-0.92,0.14,-0.35,34.99,99.33,549.29,1.84,549.30,0
8042.40,-15.40,-68.03,-21.59,-0.91,0.13,-0.35,35.00,99.33,549.29,1.84,549.29,0
8042.41,-15.41,-68.02,-21.60,-0.91,0.14,-0.34,34.99,99.33,549.29,1.83,549.29,0
8042.42,-15.41,-68.02,-21.60,-0.91,0.14,-0.34,34.99,99.32,552.62,3.35,551.73,0
8042.43,-15.41,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.33,549.29,2.21,549.95,0
8042.44,-15.41,-68.03,-21.59,-0.91,0.14,-0.34,34.99,99.32,552.62,3.45,551.91,0
8042.45,-15.40,-68.02,-21.60,-0.92,0.14,-0.34,34.99,99.33,549.29,2.21,549.99,0
8042.46,-15.40,-68.02,-21.60,-0.92,0.14,-0.34,34.99,99.33,549.29,1.87,549.48,0
8042.47,-15.40,-68.02,-21.60,-0.92,0.14,-0.34,34.99,99.33,549.29,1.78,549.34,0
8042.48,-15.41,-68.03,-21.59,-0.92,0.13,-0.34,35.01,99.33,549.29,1.74,549.31,0
8042.49,-15.41,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.33,549.29,1.73,549.30,0
8042.50,-15.40,-68.03,-21.60,-0.91,0.13,-0.34,34.99,99.32,552.62,3.33,551.74,0
8042.51,-15.40,-68.02,-21.60,-0.92,0.14,-0.34,34.99,99.33,549.29,2.13,549.95,0
8042.52,-15.40,-68.03,-21.59,-0.91,0.13,-0.35,34.99,99.33,549.29,1.80,549.47,0
8042.54,-15.40,-68.03,-21.59,-0.91,0.13,-0.35,34.99,99.32,552.62,3.34,551.78,0
8042.55,-15.40,-68.03,-21.59,-0.91,0.13,-0.35,34.99,99.32,552.62,3.74,552.40,0
8042.56,-15.40,-68.03,-21.59,-0.91,0.14,-0.34,35.00,99.33,549.29,2.19,550.13,0
8042.57,-15.40,-68.02,-21.60,-0.91,0.13,-0.35,34.99,99.33,549.29,1.77,549.52,0
8042.58,-15.40,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.33,549.29,1.65,549.35,0
8042.59,-15.40,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.32,552.62,3.28,551.75,0
8042.60,-15.40,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.33,549.29,2.03,549.95,0
8042.61,-15.40,-68.03,-21.60,-0.92,0.14,-0.34,34.99,99.33,549.29,1.69,549.47,0
8042.62,-15.40,-68.03,-21.60,-0.92,0.14,-0.34,34.99,99.33,549.29,1.60,549.34,0
8042.63,-15.40,-68.03,-21.60,-0.92,0.13,-0.34,34.99,99.33,549.29,1.56,549.31,0
8042.64,-15.40,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.32,552.62,3.26,551.74,0
8042.65,-15.40,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.33,549.29,1.99,549.95,0
8042.66,-15.40,-68.03,-21.60,-0.92,0.14,-0.35,34.99,99.33,549.29,1.64,549.47,0
8042.67,-15.40,-68.03,-21.60,-0.91,0.14,-0.34,34.98,99.31,553.73,3.85,552.59,0
8042.69,-15.40,-68.03,-21.59,-0.91,0.13,-0.34,34.98,99.33,549.29,2.11,550.18,0
8042.70,-15.40,-68.03,-21.59,-0.91,0.14,-0.34,34.99,99.33,549.29,1.64,549.53,0
8042.71,-15.40,-68.03,-21.59,-0.91,0.14,-0.34,34.99,99.33,549.29,1.51,549.36,0
8042.72,-15.40,-68.03,-21.59,-0.91,0.14,-0.34,34.99,99.33,549.29,1.47,549.31,0
8042.73,-15.40,-68.03,-21.60,-0.92,0.14,-0.34,34.99,99.32,552.62,3.22,551.74,0
8042.74,-15.40,-68.03,-21.59,-0.91,0.14,-0.34,34.99,99.33,549.29,1.90,549.95,0
8042.75,-15.40,-68.03,-21.59,-0.92,0.13,-0.34,34.99,99.32,552.62,3.33,551.91,0
8042.76,-15.40,-68.03,-21.59,-0.92,0.14,-0.35,35.00,99.32,551.51,3.10,551.62,0
8042.77,-15.40,-68.03,-21.60,-0.92,0.14,-0.34,34.99,99.33,549.29,1.83,549.92,0
8042.79,-15.40,-68.03,-21.60,-0.92,0.14,-0.34,34.99,99.33,549.29,1.48,549.46,0
8042.80,-15.40,-68.03,-21.60,-0.92,0.14,-0.34,34.99,99.33,549.29,1.39,549.34,0
8042.81,-15.40,-68.03,-21.59,-0.91,0.13,-0.34,35.00,99.32,551.51,2.57,550.93,0
8042.82,-15.40,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.33,549.29,1.66,549.73,0
8042.83,-15.40,-68.02,-21.60,-0.91,0.13,-0.34,34.99,99.33,549.29,1.41,549.41,0
8042.84,-15.40,-68.03,-21.60,-0.91,0.14,-0.34,34.99,99.32,552.62,3.17,551.77,0
8042.85,-15.40,-68.03,-21.59,-0.91,0.13,-0.35,35.01,99.31,554.84,4.86,554.02,0
8042.86,-15.40,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.33,549.29,2.22,550.56,0
8042.87,-15.40,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.33,549.29,1.50,549.63,0
8042.88,-15.40,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.33,549.29,1.30,549.38,0
8042.89,-15.40,-68.03,-21.60,-0.91,0.14,-0.34,35.00,99.32,551.51,2.49,550.94,0
8042.90,-15.41,-68.03,-21.59,-0.92,0.14,-0.35,34.99,99.33,549.29,1.55,549.73,0
8042.91,-15.41,-68.03,-21.59,-0.92,0.14,-0.35,34.99,99.33,549.29,1.30,549.41,0
8042.92,-15.41,-68.03,-21.60,-0.92,0.14,-0.34,35.01,99.32,551.51,2.48,550.95,0
8042.94,-15.41,-68.03,-21.60,-0.92,0.14,-0.34,34.99,99.32,552.62,3.42,552.18,0
8042.95,-15.41,-68.03,-21.60,-0.92,0.14,-0.34,34.99,99.32,552.62,3.66,552.51,0
8042.96,-15.41,-68.03,-21.60,-0.91,0.13,-0.34,34.99,99.33,549.29,1.80,550.15,0
8042.97,-15.41,-68.03,-21.59,-0.92,0.13,-0.34,35.00,99.33,549.29,1.30,549.52,0
8042.98,-15.40,-68.03,-21.60,-0.91,0.14,-0.34,35.01,99.32,552.62,3.08,551.80,0
8042.99,-15.40,-68.03,-21.60,-0.91,0.14,-0.35,34.99,99.32,552.62,3.54,552.40,0
8043.00,-15.40,-68.03,-21.60,-0.91,0.14,-0.34,34.99,99.33,549.29,1.73,550.13,0
8043.01,-15.40,-68.03,-21.59,-0.91,0.14,-0.34,34.99,99.32,552.62,3.17,551.96,0
8043.02,-15.40,-68.03,-21.59,-0.91,0.14,-0.34,34.99,99.32,552.62,3.54,552.45,0
8043.03,-15.40,-68.03,-21.60,-0.92,0.14,-0.34,35.00,99.33,549.29,1.68,550.14,0
8043.04,-15.40,-68.03,-21.60,-0.91,0.13,-0.34,34.99,99.33,549.29,1.18,549.52,0
8043.05,-15.40,-68.03,-21.60,-0.92,0.14,-0.34,34.99,99.32,552.62,3.00,551.79,0
8043.06,-15.40,-68.03,-21.59,-0.92,0.14,-0.35,34.99,99.32,552.62,3.47,552.40,0
8043.07,-15.40,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.32,552.62,3.59,552.57,0
8043.09,-15.40,-68.03,-21.60,-0.92,0.14,-0.34,35.00,99.33,547.90,0.81,549.15,0
8043.10,-15.40,-68.03,-21.60,-0.92,0.14,-0.34,35.00,99.33,547.90,0.07,548.24,0
8043.11,-15.40,-68.03,-21.60,-0.91,0.13,-0.34,34.99,99.32,552.62,2.67,551.45,0
8043.12,-15.40,-68.03,-21.59,-0.92,0.14,-0.35,34.99,99.33,549.29,1.38,549.87,0
8043.13,-15.40,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.33,549.29,1.02,549.45,0
8043.14,-15.40,-68.03,-21.59,-0.91,0.14,-0.34,34.99,99.32,552.62,2.92,551.77,0
8043.15,-15.40,-68.03,-21.59,-0.91,0.14,-0.34,35.01,99.33,547.90,0.58,548.94,0
8043.16,-15.40,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.33,549.29,0.79,549.20,0
8043.17,-15.40,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.33,549.29,0.84,549.27,0
8043.18,-15.40,-68.03,-21.59,-0.92,0.14,-0.35,35.00,99.32,552.62,2.87,551.73,0
8043.19,-15.40,-68.03,-21.59,-0.91,0.14,-0.34,34.99,99.33,549.29,1.38,549.94,0
8043.20,-15.41,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.32,552.62,3.00,551.91,0
8043.21,-15.40,-68.03,-21.59,-0.92,0.14,-0.35,34.99,99.34,545.68,-0.80,547.35,0
8043.22,-15.40,-68.03,-21.59,-0.92,0.13,-0.34,34.99,99.34,545.68,-1.82,546.13,0
8043.24,-15.40,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.33,549.29,0.13,548.44,0
8043.25,-15.40,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.33,549.29,0.65,549.06,0
8043.26,-15.40,-68.03,-21.59,-0.91,0.13,-0.34,35.00,99.33,549.29,0.78,549.23,0
8043.27,-15.40,-68.03,-21.59,-0.92,0.13,-0.35,34.99,99.32,552.62,2.87,551.72,0
8043.28,-15.40,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.33,549.29,1.36,549.94,0
8043.29,-15.40,-68.03,-21.59,-0.91,0.14,-0.34,34.99,99.32,552.62,3.01,551.91,0
8043.30,-15.40,-68.03,-21.59,-0.91,0.14,-0.35,34.99,99.33,549.29,1.37,549.99,0
8043.31,-15.40,-68.03,-21.59,-0.91,0.14,-0.35,34.99,99.32,552.62,3.00,551.92,0
8043.32,-15.40,-68.03,-21.59,-0.91,0.14,-0.35,34.99,99.32,552.62,3.42,552.44,0
8043.33,-15.41,-68.02,-21.59,-0.92,0.14,-0.34,34.99,99.32,552.62,3.52,552.58,0
8043.34,-15.41,-68.03,-21.59,-0.91,0.14,-0.34,34.99,99.33,549.29,1.45,550.17,0
8043.35,-15.41,-68.03,-21.59,-0.92,0.14,-0.35,35.01,99.32,551.51,2.29,551.15,0
8043.36,-15.41,-68.03,-21.59,-0.92,0.13,-0.35,35.00,99.33,549.29,1.11,549.79,0
8043.37,-15.41,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.32,552.62,2.88,551.87,0
8043.39,-15.41,-68.03,-21.59,-0.92,0.14,-0.35,34.99,99.33,549.29,1.25,549.98,0
8043.40,-15.41,-68.03,-21.59,-0.92,0.14,-0.35,34.99,99.33,549.29,0.80,549.48,0
8043.41,-15.41,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.33,549.29,0.68,549.34,0
8043.42,-15.41,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.33,549.29,0.65,549.30,0
8043.43,-15.41,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.32,552.62,2.75,551.74,0
8043.44,-15.41,-68.03,-21.59,-0.91,0.14,-0.34,34.99,99.32,552.62,3.30,552.39,0
8043.45,-15.41,-68.03,-21.60,-0.91,0.14,-0.34,34.99,99.33,549.29,1.31,550.12,0
8043.46,-15.41,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.33,549.29,0.78,549.51,0
8043.47,-15.41,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.33,549.29,0.63,549.35,0
8043.48,-15.41,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.33,547.90,-0.30,548.29,0
8043.49,-15.41,-68.03,-21.59,-0.91,0.14,-0.35,35.00,99.32,552.62,2.48,551.46,0
8043.50,-15.41,-68.02,-21.60,-0.92,0.14,-0.34,35.00,99.33,547.90,0.18,548.85,0
8043.51,-15.41,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.32,552.62,2.60,551.62,0
8043.52,-15.41,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.33,549.29,1.09,549.91,0
8043.54,-15.41,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.32,552.62,2.83,551.90,0
8043.55,-15.41,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.32,552.62,3.28,552.43,0
8043.56,-15.41,-68.03,-21.60,-0.91,0.14,-0.34,34.99,99.32,552.62,3.39,552.57,0
8043.57,-15.41,-68.03,-21.60,-0.92,0.14,-0.34,34.99,99.31,555.95,5.56,555.05,0
8043.58,-15.41,-68.03,-21.59,-0.91,0.14,-0.34,34.99,99.32,552.62,3.96,553.28,0
8043.59,-15.41,-68.03,-21.59,-0.92,0.13,-0.34,35.00,99.33,547.90,0.45,549.34,0
8043.61,-15.41,-68.03,-21.59,-0.92,0.13,-0.34,35.00,99.33,547.90,-0.49,548.29,0
8043.62,-15.41,-68.03,-21.60,-0.91,0.13,-0.34,34.99,99.32,552.62,2.34,551.46,0
8043.63,-15.41,-68.03,-21.59,-0.92,0.14,-0.34,34.99,99.32,552.62,3.08,552.31,0
8043.64,-15.41,-68.03,-21.59,-0.91,0.13,-0.34,34.99,99.32,552.62,3.27,552.54,0
8043.65,-15.41,-68.02,-21.60,-0.92,0.14,-0.34,34.99,99.32,552.62,3.31,552.60,0
8043.66,-15.41,-68.02,-21.60,-0.92,0.14,-0.34,34.99,99.32,552.62,3.30,552.62,0
8043.67,-15.41,-68.03,-21.59,-0.92,0.13,-0.34,35.00,99.33,549.29,1.10,550.18,0
8043.69,-15.41,-68.03,-21.59,-0.92,0.14,-0.35,34.99,99.31,555.95,4.89,554.41,0
8043.70,-15.41,-68.03,-21.59,-0.92,0.14,-0.35,34.99,99.31,555.95,5.88,555.55,0
8043.71,-15.41,-68.02,-21.60,-0.91,0.14,-0.34,34.99,99.33,549.29,1.73,550.97,0
8043.72,-15.41,-68.02,-21.59,-0.92,0.13,-0.34,34.99,99.32,552.62,2.81,552.18,0
8043.73,-15.41,-68.03,-21.58,-0.91,0.14,-0.35,34.98,99.32,552.62,3.09,552.51,0
8043.74,-15.41,-68.03,-21.59,-0.92,0.14,-0.34,35.01,99.33,547.90,0.03,549.13,0
8043.75,-15.41,-68.02,-21.59,-0.91,0.14,-0.34,34.99,99.32,552.62,2.34,551.69,0
8043.76,-15.41,-68.02,-21.59,-0.91,0.13,-0.34,35.00,99.32,552.62,2.94,552.38,0
8043.77,-15.41,-68.02,-21.59,-0.91,0.13,-0.34,35.00,99.32,552.62,3.09,552.56,0
8043.78,-15.41,-68.02,-21.59,-0.92,0.14,-0.34,35.00,99.33,547.90,-0.01,549.15,0
8043.79,-15.41,-68.03,-21.59,-0.92,0.13,-0.34,35.00,99.33,549.29,0.08,549.25,0
8043.80,-15.41,-68.02,-21.59,-0.92,0.14,-0.34,34.99,99.32,552.62,2.32,551.72,0
8043.81,-15.41,-68.02,-21.59,-0.92,0.14,-0.34,34.99,99.32,552.62,2.91,552.38,0
8043.82,-15.41,-68.03,-21.59,-0.92,0.13,-0.34,34.99,99.32,552.62,3.06,552.56,0
8043.84,-15.41,-68.03,-21.59,-0.92,0.14,-0.35,34.99,99.32,552.62,3.08,552.61,0
